,Unnamed: 0.1,Unnamed: 0,parking,property_type,date_available,weekly_cost,address,suburb,postcode,beds,baths,latitude,longitude,dist_to_city,dist_to_education,dist_to_parks_and_gardens,dist_to_train_station,dist_to_shopping,dist_to_healthcare,SA2_CODE21,SA2_NAME21,GCC_NAME21
2825,2825,2825,1,Unit,2024,565.0,g06/525 whitehorse road,surrey hills,3127.0,2,2,-37.8137739,145.09151,16.63318,0.5187,0.28713,1.63657,0.8443200000000001,0.44915,207011147,Balwyn,Greater Melbourne
2826,2826,2826,2,House,2024,550.0,15 giza street,bonnie brook,3335.0,4,2,-37.7100797,144.6907716,36.51838,1.98185,0.5283,6.068239999999999,3.62377,6.63528,213041574,Fraser Rise - Plumpton,Greater Melbourne
2827,2827,2827,1,House,2024,870.0,23 winfield road,balwyn north,3104.0,4,3,-37.7990327,145.1033599,16.9788,0.56712,1.48996,3.0475,0.63379,1.56813,207011148,Balwyn North,Greater Melbourne
2828,2828,2828,2,Townhouse,2024,570.0,77 marlborough road,berwick,3806.0,3,2,-38.07335,145.3610583,51.0572,2.09785,1.63049,4.2508,4.50899,3.63878,212021553,Berwick - South East,Greater Melbourne
2829,2829,2829,2,Unit,2024,780.0,3304/90 lorimer street,docklands,3008.0,2,1,-37.8245935,144.9434826,2.72279,1.50056,0.23408,1.66234,1.2025899999999998,1.43099,206041118,Docklands,Greater Melbourne
2830,2830,2830,2,House,2024,620.0,9 hanrahan street,gisborne,3437.0,4,2,-37.5082074,144.6101777,53.34212,0.6114400000000001,2.46516,8.11677,4.04147,4.55249,210021232,Gisborne,Greater Melbourne
2831,2831,2831,0,Unit,2024,430.0,apartments/770 whitehorse road,mont albert,3127.0,1,1,-37.8168436,145.112448,19.37629,1.33946,0.26229,1.3046099999999998,1.38759,0.3987,207031167,Surrey Hills (East) - Mont Albert,Greater Melbourne
2832,2832,2832,0,Unit,2024,480.0,609/11-17 cohen place,melbourne,3000.0,1,1,-37.8109775,144.9690402,0.98461,0.91088,0.47283,0.83331,0.35698,1.10258,206041503,Melbourne CBD - East,Greater Melbourne
2833,2833,2833,1,Unit,2024,595.0,18/7-9 irving avenue,prahran east,3181.0,2,1,-37.8585698,145.0068277,8.475389999999999,0.44569,1.13775,1.66847,0.77651,0.50595,206061136,Prahran - Windsor,Greater Melbourne
2834,2834,2834,2,House,2024,1400.0,12 trafford ave,brighton,3186.0,3,2,-37.88724130000001,144.9993873,9.16145,0.85235,0.73062,0.62487,0.8465199999999999,1.00418,208011169,Brighton (Vic.),Greater Melbourne
2835,2835,2835,1,Unit,2024,600.0,3/146 alma road,st kilda east,3183.0,2,1,-37.8622918,144.9994509,8.327399999999999,0.5965499999999999,0.69686,1.73892,1.27722,1.79311,206051134,St Kilda East,Greater Melbourne
2836,2836,2836,1,Townhouse,2024,500.0,2 ruby lane,greensborough,3088.0,3,2,-37.6857704,145.115311,25.14033,1.18264,1.11176,2.60726,1.38268,0.65667,209031213,Plenty - Yarrambat,Greater Melbourne
2837,2837,2837,5,House,2024,2600.0,9 watties road,templestowe,3106.0,6,4,-37.7418083,145.1597023,23.48102,7.24329,9.61774,8.70542,3.72238,2.99623,207021159,Templestowe,Greater Melbourne
2838,2838,2838,0,Unit,2024,700.0,648 lonsdale street,melbourne,3000.0,2,1,-37.8147452,144.9528444,1.1279,0.43727,0.83666,0.55713,0.25473,1.59841,206041505,Melbourne CBD - West,Greater Melbourne
2839,2839,2839,2,House,2024,530.0,17 langdon drive,wyndham vale,3024.0,4,3,-37.851831,144.5970086,40.55642,0.79503,2.6323000000000003,3.64445,4.23531,3.55728,213051589,Wyndham Vale - North,Greater Melbourne
2840,2840,2840,1,House,2024,710.0,33 agg street,newport,3015.0,3,2,-37.8436378,144.8771127,11.45508,1.17186,0.41374,1.41801,2.04147,1.08348,213021344,Newport,Greater Melbourne
2841,2841,2841,2,Unit,2024,650.0,2/178 lower heidelberg road,ivanhoe,3079.0,3,1,-37.7724696,145.0549781,13.1246,0.52026,0.76287,1.1465999999999998,0.3106399999999999,1.66739,209011201,Ivanhoe East - Eaglemont,Greater Melbourne
2842,2842,2842,0,Unit,2024,750.0,5310/35 queens bridge st,southbank,3006.0,2,1,-37.8230583,144.9614033,1.83006,0.91504,0.47464,1.60961,0.49776,1.90675,206041508,Southbank (West) - South Wharf,Greater Melbourne
2843,2843,2843,2,House,2024,800.0,29 tannock st,balwyn north,3104.0,3,2,-37.7892681,145.0950536,16.23595,0.42819,0.79095,5.07349,0.23507,0.47381,207011148,Balwyn North,Greater Melbourne
2844,2844,2844,2,House,2024,490.0,59 chateau promenade,deanside,3336.0,3,2,-37.7209133,144.7126399,34.06347,2.24333,2.4549600000000003,8.81461,2.26046,3.58845,213041574,Fraser Rise - Plumpton,Greater Melbourne
2845,2845,2845,0,House,2024,650.0,29 hove road,rosebud,3939.0,4,2,-38.3678315,144.9221073,90.41034,2.4540300000000004,0.7755,26.31135,3.17801,3.83471,214021384,Rosebud - McCrae,Greater Melbourne
2846,2846,2846,2,House,2024,1100.0,15 lothian street,north melbourne,3051.0,3,2,-37.8040222,144.9440971,2.59289,0.90831,0.31624,0.68768,0.53062,0.72277,206041506,North Melbourne,Greater Melbourne
2847,2847,2847,1,House,2024,695.0,41 madura street,travancore,3032.0,3,1,-37.7791558,144.931997,5.06441,0.70811,0.34701,1.61586,0.52583,1.62802,206031115,Flemington,Greater Melbourne
2848,2848,2848,2,Townhouse,2024,600.0,262 highlander drive,craigieburn,3064.0,4,2,-37.5726048,144.8972784,38.475550000000005,1.48535,0.81963,7.05371,0.20167,2.86416,210051542,Craigieburn - North West,Greater Melbourne
2849,2849,2849,2,House,2024,480.0,38 greenvale avenue,wallan,3756.0,3,2,-37.4266117,144.9928135,54.89783,1.28398,3.89,2.18113,4.22637,11.16364,209041224,Wallan,Greater Melbourne
2850,2850,2850,1,Unit,2024,590.0,3/11 carramar avenue,camberwell,3124.0,3,1,-37.8367442,145.0744531,13.43838,0.29422,0.51025,1.35624,0.99628,1.49171,207011149,Camberwell,Greater Melbourne
2851,2851,2851,2,House,2024,725.0,3/25 emerald street,essendon west,3040.0,3,2,-37.7519855,144.8854749,12.75531,0.5155,0.32837,3.00752,1.30354,0.59672,210011230,Niddrie - Essendon West,Greater Melbourne
2852,2852,2852,2,House,2024,515.0,16 linton drive,thomastown,3074.0,3,2,-37.6726609,144.9945421,19.1208,0.81187,0.92938,2.91949,1.28674,1.14299,209041223,Thomastown,Greater Melbourne
2853,2853,2853,1,Unit,2024,550.0,105/33 wreckyn street,north melbourne,3051.0,2,1,-37.8000284,144.9541714,2.04028,1.19184,0.56261,1.67752,0.23292,0.1798,206041506,North Melbourne,Greater Melbourne
2854,2854,2854,0,Unit,2024,495.0,806/17 singers lane,melbourne,3000.0,1,1,-37.8110876,144.9566218,0.95558,0.60651,0.32524,0.39667,0.2857699999999999,0.5421,206041504,Melbourne CBD - North,Greater Melbourne
2855,2855,2855,2,House,2024,490.0,12 hawkstone road,wyndham vale,3024.0,4,2,-37.8651995,144.5976823,39.05818,2.01243,0.23667,1.76006,2.73707,2.05904,213051579,Manor Lakes - Quandong,Greater Melbourne
2856,2856,2856,2,House,2024,600.0,33 vincent street,macleod,3085.0,3,2,-37.7186536,145.0704424,19.49858,2.50317,0.30146,2.32135,2.17906,1.45522,209011203,Viewbank - Yallambie,Greater Melbourne
2857,2857,2857,0,Unit,2024,360.0,36/117-119 ballarat road,footscray,3011.0,1,1,-37.7931477,144.8954491,8.18808,0.31499,0.2742699999999999,1.52846,0.67591,1.05465,213031348,Footscray,Greater Melbourne
2858,2858,2858,2,House,2024,715.0,7 irons court,epping,3076.0,4,2,-37.6414757,145.0530864,23.55963,0.42928,1.39464,2.66074,2.82094,5.51271,209041431,Epping - East,Greater Melbourne
2859,2859,2859,0,Unit,2024,640.0,2411/555 swanston street,carlton,3053.0,2,2,-37.8057745,144.9626168,1.58924,0.42456,1.17648,1.25932,0.44944,0.56221,206041117,Carlton,Greater Melbourne
2860,2860,2860,1,Unit,2024,695.0,103/6 kent street,richmond,3121.0,2,2,-37.8147224,145.000459,4.154229999999999,0.35834,0.4162099999999999,1.31441,0.38452,0.4349599999999999,206071518,Richmond - North,Greater Melbourne
2861,2861,2861,0,Unit,2024,680.0,703/21 healeys lane,melbourne,3000.0,2,1,-37.8135217,144.9557383,0.96248,0.47012,0.4529499999999999,0.2602799999999999,0.7573799999999999,0.8005399999999999,206041505,Melbourne CBD - West,Greater Melbourne
2862,2862,2862,1,House,2024,920.0,2b2b/23 mackenzie st,melbourne,3000.0,2,2,-37.8075687,144.9674021,1.20134,0.26638,0.20068,0.6466799999999999,0.99365,0.66471,206041503,Melbourne CBD - East,Greater Melbourne
2863,2863,2863,0,Unit,2024,415.0,610/131 pelham street,carlton,3053.0,1,1,-37.8027012,144.9638585,1.70869,0.54402,0.5029100000000001,1.33181,0.51466,0.37091,206041117,Carlton,Greater Melbourne
2864,2864,2864,1,Unit,2024,650.0,1903/120 abeckett street,melbourne,3000.0,1,1,-37.8093086,144.9597389,0.70698,0.96582,0.5594600000000001,1.49317,0.15109,0.3435899999999999,206041504,Melbourne CBD - North,Greater Melbourne
2865,2865,2865,2,Townhouse,2024,750.0,52b suffolk street,west footscray,3012.0,3,2,-37.7906955,144.875912,10.44903,0.50948,0.5772200000000001,2.17597,1.16574,1.24836,213031347,Braybrook,Greater Melbourne
2866,2866,2866,1,House,2024,680.0,7 forbes street,rye,3941.0,4,3,-38.39454560000001,144.8108199,55.45128,3.96935,1.73796,37.24474,4.56627,10.06237,214021383,Point Nepean,Greater Melbourne
2867,2867,2867,4,House,2024,750.0,534 bluff road,hampton east,3188.0,2,1,-37.935371,145.024443,18.2985,0.3378,0.3850099999999999,1.66083,1.13721,1.3980899999999998,208011172,Hampton,Greater Melbourne
2868,2868,2868,1,Townhouse,2024,800.0,1/54 dundas street,thornbury,3071.0,3,2,-37.7530437,145.0067743,9.49423,0.48835,0.2039,1.00974,0.44074,1.5048800000000002,206021112,Thornbury,Greater Melbourne
2869,2869,2869,2,House,2024,450.0,34 lepperton street,werribee,3030.0,3,2,-37.9084144,144.5936733,46.67129,3.41912,1.06446,5.35149,4.1563,5.74229,213051468,Werribee - West,Greater Melbourne
2870,2870,2870,1,Unit,2024,565.0,g07/2-4 murray street,brunswick west,3055.0,2,2,-37.7595601,144.9438613,7.67029,0.44852,0.72136,1.89965,0.22165,0.78415,206011107,Brunswick West,Greater Melbourne
2871,2871,2871,1,Unit,2024,385.0,12/30 moonya road,carnegie,3163.0,1,1,-37.8966102,145.0592617,16.80574,1.56395,1.14461,1.85088,0.96396,1.00662,208021176,Carnegie,Greater Melbourne
